brand,description,num_review,price,rating,sale_price,shoe_type
GUESS, Women's Ariya Flat Sandals,0,59.0,0.0,59.0,Sandals
Jewel Badgley Mischka, Finna Evening Women's Sandals,2,109.0,90.0,109.0,Sandals
Style & Co," Maddyson Perforated Shielded Wedge Sandals, Created for Macy's",6,49.5,63.33,49.5,Sandals
Franco Sarto, Cinema Sandals,2,99.0,100.0,99.0,Sandals
Teva, Men's Katavi 2 Water-Resistant Slide Sandals ,59,65.0,92.2,65.0,Sandals
MICHAEL Michael Kors, Amelia Mules,0,135.0,0.0,64.93,Sandals
Style & Co," Kantonn Office Wedge Sandals, Created for Macy's",13,59.5,89.23,24.93,Sandals
Marc Fisher, Women's Zakiya Espadrille Wedge Sandals,0,85.0,0.0,85.0,Sandals
DV Dolce Vita, Carlee Strappy Footbed Sandals,0,59.0,0.0,59.0,Sandals
Easy Street, Fantasia Sandals,0,50.0,0.0,24.99,Sandals
Karl Lagerfeld Paris, Leni Wedge Sandals,0,129.0,0.0,129.0,Sandals
Vince Camuto, Women's Pemolie Gladiator Lug Wedge Sandals,2,99.0,100.0,99.0,Sandals
Lucky Brand, Women's Bylee Square-Toe Thong Flat Sandals,6,49.0,80.0,49.0,Sandals
Tommy Hilfiger, Women's Ezma Thong Sandals,1,79.0,80.0,79.0,Sandals
Skechers, Women's Cali Asana - Hidden Valley Flip Flop Thong Sandals from Finish Line,8,40.0,92.5,40.0,Sandals
UGG®, Women's Cozette Sandal Slippers,651,80.0,89.8,80.0,Sandals
Havaianas, Women's You Metallic Flip Flop Sandals,13,40.0,81.54,40.0,Sandals
Alfani," Women's Step 'N Flex Baclinii Flat Sandals, Created for Macy's",0,69.5,0.0,41.7,Sandals
Clarks, Women's Collection Leisa Ruby Sandals,5,85.0,76.0,50.99,Sandals
Aerosoles, in Conchlusion Casual Sandal,9,79.0,86.67,79.0,Sandals
Nine West, Women's Glamping Retro Espadrille Sandals,0,79.0,0.0,47.4,Sandals
Nina, Cailida High Heel Slingback Sandal,1,79.0,100.0,34.93,Sandals
Vince Camuto, Women's Greathel Wedge Sandals,2,99.0,60.0,44.93,Sandals
Madden Girl, Hawaii-F Slides,1,39.0,20.0,14.93,Sandals
Jack Rogers, Jacks Flat Cork Sandals,6,128.0,96.67,128.0,Sandals
Rockport, Women's Total Motion Zosia Wave Toe-Thong Sandals,7,80.0,62.86,80.0,Sandals
Nine West, Women's Mindful Chain Detail Sky High Dress Sandals,2,89.0,100.0,89.0,Sandals
Nine West, Women's Monikka Ankle Wrap Heeled Sandals,1,89.0,60.0,89.0,Sandals
Jewel Badgley Mischka, Flor Dress Women's Sandals,6,89.0,76.67,89.0,Sandals
Easy Spirit, Women's Landry Thong Sandals,2,69.0,100.0,33.99,Sandals
Jack Rogers, Women's Palmer Closed Toe Mid Wedge,4,138.0,85.0,103.5,Sandals
Havaianas, Women's Flash Urban Flip Flop Sandals,11,28.0,96.36,28.0,Sandals
Nine West, Women's Tella T-Strap Tie-Up Sandals,1,49.0,20.0,49.0,Sandals
Baretraps, Flossey Wedge Sandal Slides,53,69.0,81.13,69.0,Sandals
Clarks, Women's Collection Jillian Quartz Sandals,38,95.0,91.05,95.0,Sandals
Clarks, Women's Cloudsteppers Eliza June Sandals,3,75.0,80.0,75.0,Sandals
Aerosoles, Women's Watch Box Sport Sandal,2,69.0,100.0,39.0,Sandals
Alfani," Women's Step 'N Flex Cherryll Sliver Flatform Wedge Sandals, Created for Macy's",5,69.5,52.0,34.75,Sandals
Nine West, Women's Zadie Ankle Strap Sandals,2,89.0,90.0,89.0,Sandals
Lucky Brand, Women's Parker Pool Slide Sandals,1,39.0,100.0,39.0,Sandals
Karen Scott," Petraa Crossband Casual Wedge Sandals, Created for Macy's",0,59.5,0.0,35.7,Sandals
UGG®, Women's Yarrow Espadrille Wedge Sandals,20,100.0,98.0,100.0,Sandals
Birkenstock, Women's Gizeh Birko-Flor Patent Sandals from Finish Line,0,100.0,0.0,100.0,Sandals
Sam Edelman, Bay Slip-On Sandals,28,100.0,86.43,100.0,Sandals
REEF, Women's Water Vista Sandals,24,50.0,91.67,50.0,Sandals
Sorel, Women's Joanie II Ankle-Strap Lace-Up Sandals,2,150.0,90.0,150.0,Sandals
Dolce Vita, Persey Braided Slide Sandals,0,75.0,0.0,75.0,Sandals
INC International Concepts," INC Kylan Ankle-Strap Flat Espadrilles, Created for Macy's",3,69.5,100.0,29.93,Sandals
Clarks, Women's Collection Cora Dream Sandals,7,90.0,94.29,90.0,Sandals
Rockport, Women's Marah 2-Piece Espadrille Sandals,9,100.0,68.89,49.93,Sandals
SoftWalk, Women's Tulare Sandal,0,99.95,0.0,99.95,Sandals
Earth, Origins Women's Shyla Sandal,0,70.0,0.0,49.99,Sandals
GUESS, Women's Sinndey Eva Flip Flop Wedge Sandal,5,49.0,76.0,49.0,Sandals
Cole Haan, Women's Cloud Vero Espadrille Sandals,1,120.0,100.0,120.0,Sandals
Rampage, Women's Athena Gladiator Sandals,0,39.0,0.0,39.0,Sandals
Sugar, Women's Indigo Buckle Lug Sole Sandals,2,50.0,60.0,25.0,Sandals
Sam Edelman, Women's Aida Crisscross Ruched Footbed Sandals,0,120.0,0.0,120.0,Sandals
MICHAEL Michael Kors, Odette Platform Sandals,0,120.0,0.0,59.93,Sandals
DKNY, Lake Buckled Slide Sandals,4,129.0,90.0,59.93,Sandals
MICHAEL Michael Kors, MK Plate Flat Thong Sandals,1,79.0,100.0,59.99,Sandals
Vince Camuto, Women's Richintie Strappy Sandals,2,99.0,70.0,44.93,Sandals
STEVEN NEW YORK, Women's Belmar Sport Sandals,0,99.0,0.0,44.93,Sandals
Easy Spirit, Women's Spark Flat Sandals,6,69.0,93.33,69.0,Sandals
Naturalizer, Vera Ankle Strap Sandals,43,110.0,88.37,110.0,Sandals
Calvin Klein, Women's Daizy Dress Sandals,0,119.0,0.0,119.0,Sandals
Nine West, Women's Friend Tie-Up Espadrille Wedges,4,89.0,100.0,89.0,Sandals
Clarks, Women's Collection Lana Shore Sandals,5,95.0,92.0,95.0,Sandals
Zodiac, Ivy Block-Heel City Sandals,2,89.0,80.0,89.0,Sandals
Adrienne Vittadini, Women's Rowsey Cross Band Sandals,3,99.0,60.0,99.0,Sandals
Lucky Brand, Women's Pemel Block-Heel Dress Sandals,2,89.0,70.0,89.0,Sandals
Madden Girl, Bowie Stretch Platform Espadrille Sandals,3,59.0,60.0,59.0,Sandals
Dr. Scholl's, Women's Rock On Slide Sandals,1,60.0,100.0,60.0,Sandals
Rockport, Women's Marah 2-Piece Espadrille Sandals,12,100.0,70.0,100.0,Sandals
BCBGeneration, Women's Maya Logo Slide Espadrille Sandal,1,79.0,100.0,79.0,Sandals
Kenneth Cole New York, Women's Mello Flip Flops,4,79.0,75.0,79.0,Sandals
BCBGeneration, Women's Fillah Slide Sandals,1,119.0,100.0,119.0,Sandals
COACH, Women's Buckle Sandals,5,175.0,72.0,105.0,Sandals
Bella Vita, Women's Zahara Sandals,3,100.0,80.0,59.99,Sandals
STEVEN NEW YORK, Women's Lotis Cushy Slide Sandals,0,79.0,0.0,34.93,Sandals
Calvin Klein Jeans, Women's Atwyn Logo Pool Slides,4,45.0,75.0,45.0,Sandals
Olivia Miller, Women's Carlisle Slide Block Heel Dress Sandals,2,58.0,60.0,29.0,Sandals
Olivia Miller, Women's Palizzi Jelly Sandals,1,37.0,100.0,19.99,Sandals
Tommy Hilfiger, Women's Cetra Flip Flop Sandals,0,29.0,0.0,29.0,Sandals
Wild Pair," Kendie Sporty Wedge Sandals, Created for Macy's",15,49.5,90.67,29.7,Sandals
Blue by Betsey Johnson, Betsey Johnson Women's Polly Sandals,0,99.0,0.0,99.0,Sandals
GUESS, Women's Norma Dress Sandals,0,69.0,0.0,69.0,Sandals
GUESS, Women's Savan Pool Slide Flat Sandals,1,49.0,100.0,49.0,Sandals
Olivia Miller, Women's Bronte Sandals,0,43.0,0.0,29.99,Sandals
INC International Concepts," INC Nataliah Flat Sandals, Created for Macy's",9,49.5,57.78,49.5,Sandals
Bandolino, Caddie Slip-On Sandal,9,59.0,68.89,59.0,Sandals
Nine West, Women's Aila Strappy Sandals,3,69.0,93.33,69.0,Sandals
Clarks, Women's Collection Cora River Sandals,6,90.0,70.0,53.99,Sandals
Marc Fisher, Women's Ashlin Dress Sandals,1,39.0,20.0,39.0,Sandals
Gentle Souls, by Kenneth Cole Women's Lunette 75 Hooded Sandals,3,235.0,33.33,235.0,Sandals
Bella Vita, Ros-Italy Slide Sandals,21,80.0,82.86,80.0,Sandals
Impo, Terinee Woven Raffia Wedge Sandal,0,80.0,0.0,80.0,Sandals
Easy Street, Bolt Sandals,61,50.0,80.33,24.99,Sandals
INC International Concepts," INC Dionne Thong Slides, Created for Macy's",13,79.5,83.08,47.7,Sandals
Cliffs by White Mountain, Women's Optimum Slide Sandals,0,59.0,0.0,59.0,Sandals
Sam Edelman, Women's Abbene Knotted Slide Sandals,5,120.0,48.0,84.0,Sandals
kate spade new york, Women's Serena Strappy Sandals ,0,168.0,0.0,168.0,Sandals
GUESS, Women's Divine Dress Sandals,4,79.0,100.0,79.0,Sandals
Clarks, Women's Collection Lexi Selina Sandals,80,85.0,91.5,39.93,Sandals
Nine West, Women's Mandie Square Toe Ankle Strap Sandals,2,79.0,20.0,47.4,Sandals
Marc Fisher, Women's Kristin Dress Sandals,2,79.0,100.0,79.0,Sandals
Vince Camuto, Women's Yevinny Embellished Slip-On Sandals,2,89.0,100.0,89.0,Sandals
Olivia Miller, Women's Isola Jelly Sandals,1,39.0,60.0,19.99,Sandals
MICHAEL Michael Kors, Brinkley Ankle-Strap Sandals,0,110.0,0.0,110.0,Sandals
Soul Naturalizer, Sing Ankle Strap Sandals,2,80.0,80.0,80.0,Sandals
Sorel, Women's Roaming Crisscross Sandals,42,110.0,91.9,110.0,Sandals
Style & Co," Katerinaa Two-Piece Dress Sandals, Created for Macy's",0,59.5,0.0,35.7,Sandals
Lauren Ralph Lauren, Lauren by Ralph Lauren Women's Gwen Dress Sandals,0,120.0,0.0,120.0,Sandals
Calvin Klein, Women's Meena Beach Slip-On Wedge Flip Flops,4,39.0,75.0,39.0,Sandals
Teva, Women's Tirra Sandals,1338,80.0,93.44,80.0,Sandals
Nina, Coree Dress Sandals,1,89.0,100.0,39.93,Sandals
DV Dolce Vita, Jabbot Strappy Slide Sandals,1,39.0,100.0,39.0,Sandals
Trotters, Majesty Strappy Sandal,0,99.95,0.0,99.95,Sandals
kate spade new york, Women's Delight Dress Sandals,4,198.0,100.0,138.6,Sandals
Bueno, Women's Turner Sandals,3,99.0,80.0,99.0,Sandals
Steve Madden, Women's Derya-R Braided Slide Sandals,0,79.0,0.0,79.0,Sandals
Tommy Hilfiger, Beliz Sport Sandals,6,69.0,90.0,69.0,Sandals
Easy Spirit, Lake3 Sporty Sandals,28,59.0,90.71,34.99,Sandals
Journee Collection, Women's Sierra Espadrille Sandal,2,75.0,60.0,75.0,Sandals
Olivia Miller, Women's Caye Flip Flop Thong Sandals,1,49.0,60.0,29.99,Sandals
Adrienne Vittadini, Women's Cari Platform Wedge Sandals,1,89.0,80.0,89.0,Sandals
MICHAEL Michael Kors, Kimberly Wedge Sandals,0,130.0,0.0,130.0,Sandals
Calvin Klein Jeans, Women's April Metalic Pool Slides,3,45.0,100.0,45.0,Sandals
Sorel, Women's Cameron Flatform Sandals ,18,130.0,80.0,130.0,Sandals
Sorel, Women's Joanie II Slingback Wedge Sandals,121,130.0,95.37,130.0,Sandals
Sugar, Women's Halo Two-Band Block-Heel Slides,7,60.0,85.71,30.0,Sandals
INC International Concepts," INC Women's Petria Two-Band Flat Sandals, Created for Macy's",0,69.5,0.0,69.5,Sandals
Roxy, Women's Porto Sandals,8,28.0,87.5,28.0,Sandals
Muk Luks, Women's About Us Slip-On Flat Sandals,0,39.99,0.0,19.99,Sandals
STEVEN NEW YORK, Women's Robyn Platform Wedge Slide Sandals,1,69.0,20.0,29.93,Sandals
Alfani," Women's Tilley Vinyl Slide Demi-Wedge Sandals, Created for Macy's",0,69.5,0.0,29.93,Sandals
Bella Vita, Women's Bexley Sandals,0,100.0,0.0,49.99,Sandals
Crocs, Women's Brooklyn Low Wedge Sandals from Finish Line,803,55.0,92.23,55.0,Sandals
Bandolino, Women's Aubree Slip-on Platform Slide Sandals,0,69.0,0.0,41.4,Sandals
White Mountain, Fascinate Women's Slide Sandals,2,79.0,100.0,34.93,Sandals
Charter Club," Tamaare Wedge Sandals, Created for Macy's",0,69.5,0.0,41.7,Sandals
Timberland, Women's Malibu Waves Double-Band Slide Sandals,4,70.0,95.0,70.0,Sandals
Muk Luks, Women's Marsha Sandals,0,45.0,0.0,29.99,Sandals
Bella Vita, Women's Amara Sandals,2,115.0,60.0,68.99,Sandals
Soul Naturalizer, Beauty Ankle Strap Sandals,0,80.0,0.0,80.0,Sandals
Karl Lagerfeld Paris, Women's Palma Embellished Sandals,3,129.0,33.33,129.0,Sandals
Olivia Miller, Women's Paulista Wedge Sandals,1,36.0,100.0,19.99,Sandals
Anne Klein, Women's Ely Sandal,1,69.0,100.0,41.4,Sandals
INC International Concepts," INC Silvana Studded T-Strap Espadrille Sandals, Created for Macy's",5,79.5,72.0,39.75,Sandals
Alfani," Women's Laurita Slide Dress Wedge Sandals, Created for Macy's",10,69.5,96.0,69.5,Sandals
kate spade new york, Women's Lilah Sandals,0,188.0,0.0,188.0,Sandals
Teva, Women's Olowahu Sandals,2652,25.0,93.03,25.0,Sandals
Naturalizer, Traci Sandals,1,79.0,100.0,79.0,Sandals
MICHAEL Michael Kors, Flora Thong Sandals,22,125.0,90.91,125.0,Sandals
Jewel Badgley Mischka, Nigella II Slide Sandal,7,79.0,60.0,79.0,Sandals
Cole Haan, Women's Grandpro Crisscross Sandals,1,75.0,60.0,75.0,Sandals
Sorel, Women's Cameron Flatform Slingback Sandals,9,125.0,64.44,125.0,Sandals
MICHAEL Michael Kors, Melina Wedge Sandals,0,150.0,0.0,74.93,Sandals
Bar III," Pecanna Flat Sandals, Created for Macy's",0,59.5,0.0,24.93,Sandals
Wild Pair," Caroletta Pool Slides, Created for Macy's",0,49.5,0.0,19.93,Sandals
Clarks, Women's Collection Laurieann Judi Sandals,6,85.0,96.67,85.0,Sandals
MICHAEL Michael Kors, Jinx Flip-Flop Sandals,5,45.0,80.0,45.0,Sandals
Madden Girl, Annabelle Platform Wedge Sandals,0,59.0,0.0,59.0,Sandals
Jewel Badgley Mischka, Women's Paulina Flat Evening Sandal,2,89.0,70.0,89.0,Sandals
Bandolino, Women's Margot Dress Sandals,0,59.0,0.0,35.4,Sandals
Havaianas, Women's Slim Organic Flip Flop Sandals,18,28.0,91.11,28.0,Sandals
Jessica Simpson, Women's Stilla Wedge Sandals,20,59.0,56.0,59.0,Sandals
Vince Camuto, Women's Erindra Embellished Jelly Slide Sandals,6,59.0,90.0,59.0,Sandals
Thalia Sodi," Joleyn Scarf Tie Flat Sandals, Created for Macy's",9,59.5,73.33,29.99,Sandals
Alfani," Women's Step 'N Flex Pennii Dress Wedge Sandals, Created for Macy's",81,69.5,90.62,41.7,Sandals
REEF, Women's One Slides,68,30.0,94.41,30.0,Sandals
Sam Edelman, Women's Daniella Two-Piece Block-Heel Sandals,4,120.0,100.0,120.0,Sandals
Skechers, Women's Arch Fit Arch Support - Casual Retro Walking Sandals from Finish Line,9,60.0,97.78,60.0,Sandals
REEF, Cushion Vista Pool Slides,198,45.0,81.72,45.0,Sandals
COACH, Women's Elouise Dress Sandals,1,150.0,100.0,90.0,Sandals
Juicy Couture, Zing Thong Sandals,0,50.0,0.0,30.0,Sandals
Sam Edelman, Women's Geana Gummy Bottom Sandals,0,150.0,0.0,150.0,Sandals
Sorel, Women's Roaming Decon Slide Sandals,2,90.0,70.0,90.0,Sandals
Bueno, Women's Eden Dress Sandals,0,150.0,0.0,150.0,Sandals
COACH, Edina Slingback Sandals,0,150.0,0.0,150.0,Sandals
DKNY, Adelyn Peep-Toe Wedge Sandals,0,110.0,0.0,110.0,Sandals
Easy Street, Women's Aiko Slide Sandals,3,50.0,86.67,50.0,Sandals
Giani Bernini," Aikko Memory-Foam Sandals, Created for Macy's",91,89.5,79.34,44.75,Sandals
Circus by Sam Edelman, Remy Braided Wedge Sandals,3,69.0,93.33,29.93,Sandals
Tommy Hilfiger, Women's Janae Strappy Flat Sandals,1,59.0,100.0,59.0,Sandals
Aerosoles, Women's Clovis Banded Slide Sandal,1,79.0,100.0,59.0,Sandals
MICHAEL Michael Kors, Conway T-Strap Sandals,9,89.0,71.11,89.0,Sandals
Aerosoles, Willowbrook Wedge Sandals,11,99.0,70.91,99.0,Sandals
Sun + Stone," Natasha Wedge Sandals, Created for Macy's",1,59.5,100.0,35.7,Sandals
Skechers, Women's Foamies GOwalk 5 - Sea Scape Clogs from Finish Line,120,50.0,89.67,40.0,Sandals
Naturalizer, Tiff Ankle Strap Sandals,0,110.0,0.0,110.0,Sandals
MICHAEL Michael Kors, Women's Cardi Flex Sandals,7,110.0,94.29,54.93,Sandals
Vince Camuto, Women's Marsa Flatform Wedges,2,110.0,40.0,54.93,Sandals
Jessica Simpson, Women's Raexe Slip-On Strappy Slide Sandals,4,49.0,45.0,19.93,Sandals
JBU, Nelly Encore Women's Dress Wedge Sandal,1,89.0,100.0,89.0,Sandals
Charter Club," Vickayy Knot Dress Sandals, Created for Macy's",0,59.5,0.0,35.7,Sandals
Steve Madden, Women's Gracey Rhinestone Strappy Stiletto Sandals,1,109.0,100.0,109.0,Sandals
Vince Camuto, Women's Garnitta Strappy Platform Sandals,2,129.0,100.0,129.0,Sandals
Jewel Badgley Mischka, Farah Evening Women's Sandals,2,99.0,40.0,99.0,Sandals
Circus by Sam Edelman, Marlie Platform Sandals,5,79.0,84.0,79.0,Sandals
Eastland Shoe, Women's Tahiti II Thong Sandals,23,55.0,78.26,55.0,Sandals
Havaianas, Women's Slim Swarovski Crystal II Flip Flop Sandals,17,36.0,91.76,36.0,Sandals
Clarks, Collection Women's Arla Jacory Flat Sandals,531,65.0,90.66,65.0,Sandals
Lauren Ralph Lauren, Women's Rosalind Croc-Embossed Thong Sandals,5,90.0,80.0,90.0,Sandals
Born, Women's Iwa Comfort Sandals,49,95.0,86.94,95.0,Sandals
COACH, Women's Ulla Shearling Slippers,27,85.0,86.67,85.0,Sandals
FitFlop, Women's Olive Textured Glitz Toe-Post Sandals,2,85.0,100.0,85.0,Sandals
Easy Spirit, Traciee Women's Flat Slide Sandals,10,59.0,92.0,28.99,Sandals
Kenneth Cole New York, Women's Brandy 85 High Heel Dress Sandals,2,125.0,100.0,62.5,Sandals
Clarks, Women's Cloudsteppers Sunmaze Surf Sandals,2,55.0,70.0,55.0,Sandals
REEF, Women's Cushion Sands Sandals,24,35.0,68.33,35.0,Sandals
Teva, Women's Hurricane XLT2 Sandals,775,70.0,91.51,70.0,Sandals
kate spade new york, Women's Odele Dress Sandals,1,168.0,100.0,117.6,Sandals
BCBGeneration, Women's Koola Slide Sandals,0,99.0,0.0,99.0,Sandals
Calvin Klein, Women's Myra Strappy Flat Sandals,0,79.0,0.0,34.93,Sandals
Bandolino, Kenly Low Wedge Sandal,14,59.0,88.57,59.0,Sandals
Marc Fisher, Women's Bodil Flat Sandals,3,69.0,53.33,29.93,Sandals
Bzees, Smile Washable Slip-on Sandals,0,79.0,0.0,34.93,Sandals
INC International Concepts," INC Women's Lexini Two-Piece Sandals, Created for Macy's",1,79.5,100.0,34.93,Sandals
Madden Girl, Teddy Studded Slide Sandals,3,39.0,100.0,39.0,Sandals
Bzees, Smile Bright Washable Slides,8,79.0,100.0,34.93,Sandals
Steve Madden, Women's Choice Braided Footbed Sandals,7,79.0,48.57,79.0,Sandals
Chinese Laundry, Women's Super Plush Rally Slide Slippers,6,49.0,66.67,29.99,Sandals
Adrienne Vittadini, Women's Bailee Espadrille Wedge Sandal,1,79.0,20.0,29.99,Sandals
DV Dolce Vita, Baker Flatform Treaded Sandals,10,59.0,56.0,59.0,Sandals
Alfani," Women's Stantonn Quilted Slide Dress Sandals, Created for Macy's",1,79.5,100.0,79.5,Sandals
FitFlop, Women's Iqushion Sparkle Flip-Flop Sandal,93,45.0,90.32,45.0,Sandals
Born, Women's Inya Comfort Sandals,0,90.0,0.0,90.0,Sandals
kate spade new york, Petit Flip Flop Sandals,1,118.0,100.0,82.6,Sandals
Blue by Betsey Johnson, Betsey Johnson Women's Mari Sandals,3,99.0,40.0,99.0,Sandals
Sam Edelman, Women's Gabrie Crisscross Chain Sandals,49,80.0,92.65,80.0,Sandals
Jewel Badgley Mischka, Jonna Evening Sandal,0,89.0,0.0,89.0,Sandals
COACH, Women's Harlow Buckled Logo Sandals,8,100.0,60.0,100.0,Sandals
Olivia Miller, Women's Sylvina Elastic Espadrille Sandals,0,50.0,0.0,19.99,Sandals
Clarks, Women's Collection Laurieann Bea Sandals,8,85.0,87.5,85.0,Sandals
Tommy Hilfiger, Women's Dollop Knit Logo Pool Slides,1,49.0,100.0,49.0,Sandals
BCBGeneration, Women's Deelo Slide Sandal,5,89.0,52.0,89.0,Sandals
Clarks, Women's Cloudsteppers Eliza April Sandals,2,75.0,40.0,75.0,Sandals
Alfani," Step 'N Flex Andersonn Thong Wedge Sandals, Created for Macy's",4,79.5,85.0,47.7,Sandals
Betsey Johnson, Women's Luela Lucite Dress Slides,1,59.0,80.0,59.0,Sandals
MICHAEL Michael Kors, Women's Becker T-Strap Slingback Sandals,16,125.0,85.0,125.0,Sandals
Anne Klein, Women's Shanna Buckle Slip On Sandal,0,59.0,0.0,35.4,Sandals
UGG®, Women's Emily Slide Sandals,98,100.0,79.18,100.0,Sandals
Skechers, Women's Cozy Slide Sandal Slippers from Finish Line,15,40.0,82.67,20.0,Sandals
Sam Edelman, Women's Gasha Gladiator Sandals,48,100.0,95.0,100.0,Sandals
Olivia Miller, Women's Bow Down Sandals,3,49.99,93.33,29.99,Sandals
Sun + Stone," Seffie Dress Sandals, Created For Macy's",0,59.5,0.0,35.7,Sandals
Muk Luks, Women's About Me Flat Sandals,0,39.99,0.0,19.99,Sandals
Clarks, Women's Collection Caroleigh Erin Sandals,5,85.0,76.0,85.0,Sandals
Born, Women's Inlet Comfort Sandals,5,95.0,72.0,95.0,Sandals
White Mountain, London Women's Flat Sandals,26,59.0,89.23,59.0,Sandals
MICHAEL Michael Kors, Angela Mid Sandals,2,99.0,40.0,99.0,Sandals
Baretraps, Jewel Sling Back Sandals,28,69.0,87.14,69.0,Sandals
Madden Girl, Flashh Studded Pool Slides,2,39.0,60.0,39.0,Sandals
Vince Camuto, Women's Meralda Wedge Slide Sandals,1,110.0,100.0,54.93,Sandals
Koolaburra By UGG, Women's Roubie Fuzz Sandals,3,59.99,100.0,44.95,Sandals
Circus by Sam Edelman, Skeet Square-Toe Dress Sandals,25,79.0,87.2,79.0,Sandals
DV Dolce Vita, Labelle T-Strap Flat Sandals,7,49.0,74.29,49.0,Sandals
Olivia Miller, Women's Tonnara Chain Detail Jelly Sandals,1,35.0,20.0,19.99,Sandals
Bar III," Cabey Two-Piece Platform Sandals, Created for Macy's",6,79.5,93.33,39.75,Sandals
Olivia Miller, Women's Amantea Fuzzy Slide Flat Sandals,5,42.0,84.0,19.99,Sandals
Olivia Miller, Women's Olinda Wedge Sandals,3,36.0,93.33,19.99,Sandals
Dolce Vita, Pailey Braided Two-Band City Sandals,18,120.0,100.0,120.0,Sandals
Crocs, Women's Tie-Dye Graphic Classic Slide Sandals from Finish Line,298,30.0,82.82,30.0,Sandals
Kenneth Cole New York, Women's Laney Slide Sandals,0,129.0,0.0,59.93,Sandals
Thalia Sodi," Tysson Jewel Wedge Sandals, Created for Macy's",10,69.5,86.0,29.93,Sandals
Nine West, Women's Dance Cut Out Stiletto Dress Sandals,2,89.0,100.0,89.0,Sandals
White Mountain, Diligent Women's Platform Slide Sandals,7,69.0,74.29,29.93,Sandals
White Mountain, Astonish Women's Platform Heel Sandals,11,79.0,87.27,79.0,Sandals
Clarks, Women's Collection Merliah Violet Sandals,14,85.0,85.71,85.0,Sandals
Jack Rogers, Women's Slotted Sloane X Band Sandals,0,98.0,0.0,84.0,Sandals
Nike, Women's Benassi JDI Swoosh Slide Sandals from Finish Line,121,25.0,84.96,25.0,Sandals
Dr. Scholl's, Women's Classic Slide Sandals,14,55.0,62.86,55.0,Sandals
Style & Co," Paysonn Dress Sandals, Created for Macys",45,59.5,80.44,59.5,Sandals
Clarks, Women's Giselle Coast Sandals,4,95.0,85.0,95.0,Sandals
Bandolino, Women's Nuri Peep-Toe Espadrille Wedge Sandals,8,69.0,45.0,69.0,Sandals
Naturalizer, Liliana Thong Sandals,0,79.0,0.0,79.0,Sandals
Gentle Souls, by Kenneth Cole Lark Slim T-Strap Sandals,9,189.0,86.67,189.0,Sandals
BCBGMAXAZRIA, Women's Anita Mesh Slide,0,189.0,0.0,189.0,Sandals
Jewel Badgley Mischka, Fidelia Evening Women's Sandals,5,99.0,92.0,99.0,Sandals
Style & Co," Balii Platform Wedge Sandals, Created for Macy's",0,59.5,0.0,59.5,Sandals
Lauren Ralph Lauren, Women's Elianna Sandals,1,110.0,100.0,110.0,Sandals
Aerosoles, Women's Chester Thong Strap Sandal,0,79.0,0.0,59.0,Sandals
Circus by Sam Edelman, Women's Slade Ruffled Dress Sandals,14,80.0,91.43,80.0,Sandals
Alfani," Women's Freddee Toe-Ring Flat Sandals, Created for Macy's",1,69.5,100.0,41.7,Sandals
XOXO, Women's Koko Slide Sandal,0,49.0,0.0,29.4,Sandals
Kenneth Cole New York, Women's Mello Swirl Sandals,2,115.0,100.0,115.0,Sandals
White Mountain, Gracie Women's Footbed Sandals,19,59.0,93.68,29.99,Sandals
Bandolino, Women's Juelz Espadrille Sandals,2,69.0,90.0,69.0,Sandals
Gentle Souls, by Kenneth Cole Elyssa Two-Band Wedge Sandals,4,229.0,80.0,229.0,Sandals
Clarks, Women's Collection Laurieann Remi Sandals,6,95.0,66.67,95.0,Sandals
Jewel Badgley Mischka, Giona Women's Evening Sandal,4,99.0,85.0,99.0,Sandals
Clarks, Women's Collection Jillian Bella Sandals,9,95.0,93.33,95.0,Sandals
Alfani," Women's Sarrabi Architectural Heel Slide Dress Sandals, Created for Macy's",0,69.5,0.0,69.5,Sandals
Bella Vita, Women's Jodi Stretch Sandals,0,90.0,0.0,90.0,Sandals
Vince Camuto, Women's Bredenna Espadrille Sandals,9,110.0,64.44,110.0,Sandals
COACH, Women's Franki Platform Flip-Flop Sandals,3,95.0,40.0,95.0,Sandals
DKNY, Anya Dress Sandals,3,120.0,86.67,120.0,Sandals
Charter Club," Beylo Flat Sandals, Created for Macy's",0,49.5,0.0,29.99,Sandals
Madden Girl, Summit Rhinestone Platform Sandals,0,69.0,0.0,29.93,Sandals
Olivia Miller, Women's Belvedere Furry Slide Sandals,1,42.0,100.0,19.99,Sandals
Clarks, Women's Giselle Bay Sandals,2,95.0,100.0,95.0,Sandals
White Mountain, Handle Women's Footbed Sandals,0,59.0,0.0,59.0,Sandals
Adrienne Vittadini, Women's Canise Wedge Sandals,1,89.0,100.0,39.93,Sandals
Wild Pair," Kendie Sporty Wedge Sandals, Created for Macy's",0,49.5,0.0,19.93,Sandals
GUESS, Women's Janica Jelly Sandals,3,49.0,100.0,29.99,Sandals
Karl Lagerfeld Paris, Lady Dress Sandals,0,139.0,0.0,139.0,Sandals
Steve Madden, Women's Daft Studded Gladiator Sandals,2,79.0,90.0,79.0,Sandals
Nike, Women's Benassi JDI Swoosh Slide Sandals from Finish Line,108,25.0,86.67,25.0,Sandals
KORKS, Women's Selyse Sandal,6,110.0,83.33,110.0,Sandals
REEF, Women's Cushion Vista Thread Sandals,3,50.0,80.0,50.0,Sandals
